0,1,0.013985465706650733,0.0007642337442718399,0.003930622,54.645
1,1,0.013994401874818903,0.0007878314374302399,0.003930622,56.296
2,1,0.0034336602418030275,0.0002048253055032,0.003930622,59.652
3,1,0.00343589428384507,0.00021635130742319998,0.003930622,62.968
4,1,0.0008274914221719678,6.041077703216001e-05,0.003930622,73.005
5,2,0.0008313064371869829,0.00011529685915125336,0.003930622,69.347
6,2,0.0008318649476974935,0.00011531273115125336,0.003930622,69.310
7,4,0.0001927942443083901,5.345767795690666e-05,0.003930622,69.320
8,6,0.0001927942443083901,8.402882738656e-05,0.003930622,72.641
9,6,0.00019293387193601772,8.403279538656e-05,0.003930622,72.592
10,6,4.111183273395844e-05,1.7900282895039996e-05,0.003930622,72.567
11,6,4.111183273395844e-05,1.7900282895039996e-05,0.003930622,72.567
12,6,4.114673964086535e-05,1.7901274895039996e-05,0.003930622,72.510
13,32,2.9510938009438014e-07,7.279829384533333e-07,0.003930622,77.088
14,32,2.9510938009438014e-07,7.279829384533333e-07,0.003930622,77.088
15,8,2.9510938009438014e-07,1.8199573461333333e-07,0.003930622,77.088
